"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20220101 ~ 20221231"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","59.99","202205","13","80,000","15","2005","은천로 93","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","59.99","202205","21","75,000","9","2005","은천로 93","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","59.99","202205","24","76,500","22","2005","은천로 93","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","59.99","202206","4","77,000","13","2005","은천로 93","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","59.99","202207","2","79,000","18","2005","은천로 93","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","59.99","202207","9","82,500","15","2005","은천로 93","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","59.99","202212","26","59,500","12","2005","은천로 93","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1720","1720","0000","벽산블루밍3차","84.72","202205","14","100,300","13","2004","은천로15길 24","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1716","1716","0000","벽산타운II","79.28","202205","10","86,500","9","2003","구암5가길 49","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1698-1","1698","0001","보라매삼성","84.84","202201","12","95,000","10","1996","보라매로 62","","중개거래","경기 고양일산서구, 서울 관악구"
"서울특별시 관악구 봉천동","1698-1","1698","0001","보라매삼성","84.84","202203","26","98,000","15","1996","보라매로 62","","중개거래","서울 동작구"
"서울특별시 관악구 봉천동","1698-1","1698","0001","보라매삼성","84.84","202204","5","98,500","15","1996","보라매로 62","","중개거래","서울 동작구"
"서울특별시 관악구 봉천동","1698-1","1698","0001","보라매삼성","84.99","202204","15","93,000","2","1996","보라매로 62","","중개거래","서울 동작구"
"서울특별시 관악구 봉천동","1698-1","1698","0001","보라매삼성","84.84","202207","2","97,800","11","1996","보라매로 62","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1698-1","1698","0001","보라매삼성","84.78","202207","26","103,000","15","1996","보라매로 62","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","645-87","0645","0087","복권","47.61","202205","16","30,500","6","1971","은천로5길 39","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1703","1703","0000","봉천동아","114.69","202203","11","117,500","11","2000","관악로 285","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1703","1703","0000","봉천동아","84.87","202204","29","106,000","21","2000","관악로 285","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1703","1703","0000","봉천동아","59.76","202206","4","78,000","7","2000","관악로 285","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","114.78","202203","19","112,000","10","2000","관악로30길 12","","중개거래","서울 강남구, 서울 관악구"
"서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","59.76","202203","24","77,700","12","2000","관악로30길 12","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","84.96","202204","2","101,500","16","2000","관악로30길 12","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","84.96","202204","28","102,500","13","2000","관악로30길 12","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","84.96","202205","30","97,500","11","2000","관악로30길 12","","직거래","-"
"서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","59.76","202206","4","76,500","9","2000","관악로30길 12","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","59.76","202206","11","82,000","15","2000","관악로30길 12","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","84.96","202207","23","86,000","5","2000","관악로30길 12","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","84.96","202208","20","87,000","9","2000","관악로30길 12","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","114.78","202209","15","100,000","8","2000","관악로30길 12","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1574-1","1574","0001","생모리츠타운","67.73","202209","24","50,500","3","2007","쑥고개로 100","","중개거래","서울 관악구, 서울 동작구"
"서울특별시 관악구 봉천동","869-6","0869","0006","서울대역마에스트로","23.09","202203","31","17,400","18","2012","남부순환로218길 1","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","869-6","0869","0006","서울대역마에스트로","12.43","202204","7","12,000","19","2012","남부순환로218길 1","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","869-6","0869","0006","서울대역마에스트로","19.46","202206","17","17,800","17","2012","남부순환로218길 1","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","869-6","0869","0006","서울대역마에스트로","23.09","202212","1","18,500","15","2012","남부순환로218길 1","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","867-9","0867","0009","서울대역해담채","12.87","202201","26","13,000","6","2012","관악로15길 23-12","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1591-2","1591","0002","서울대입구삼성","59.78","202206","15","81,000","11","1999","관악로 125","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1591-2","1591","0002","서울대입구삼성","59.78","202208","27","75,000","13","1999","관악로 125","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1560-61","1560","0061","서울대입구아이원(1560-61)","59.96","202205","18","65,000","12","2006","청룡길 78","","직거래","-"
"서울특별시 관악구 봉천동","1560-61","1560","0061","서울대입구아이원(1560-61)","84.89","202211","24","66,000","5","2006","청룡길 78","","직거래","-"
"서울특별시 관악구 봉천동","1568-1","1568","0001","서울대입구한양아이클래스","15.53","202202","16","19,500","14","2018","쑥고개로 123","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1568-1","1568","0001","서울대입구한양아이클래스","15.96","202204","16","18,300","16","2018","쑥고개로 123","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1729","1729","0000","서희스타힐스","59.92","202204","16","77,500","3","2015","청림3길 10","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1605-40","1605","0040","신성새실마을103동","62.38","202209","21","36,400","7","2004","관악로6길 76","","직거래","-"
"서울특별시 관악구 봉천동","1511-29","1511","0029","신양","39.56","202202","8","21,000","5","2004","봉천로21길 62","","중개거래","서울 동작구"
"서울특별시 관악구 봉천동","1511-29","1511","0029","신양","84.82","202202","19","39,200","2","2004","봉천로21길 62","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","41-265","0041","0265","에메랄드103동","60.54","202201","28","63,000","2","2012","은천로34길 24","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","41-265","0041","0265","에메랄드103동","60.54","202201","28","63,000","2","2012","은천로34길 24","20220426","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","41-265","0041","0265","에메랄드103동","83.44","202205","17","76,000","5","2012","은천로34길 24","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","41-274","0041","0274","에메랄드104동","83.44","202210","13","69,500","6","2012","은천로34길 20","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","41-274","0041","0274","에메랄드104동","83.44","202211","7","47,000","5","2012","은천로34길 20","","직거래","-"
"서울특별시 관악구 봉천동","41-261","0041","0261","에메랄드105동","96.59","202201","23","83,000","6","2012","은천로34길 14","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1707","1707","0000","은천1","84.65","202202","17","94,000","2","2001","인헌12길 46-2","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1707-1","1707","0001","은천2단지아파트","59.93","202201","21","82,000","14","2000","인헌12길 46-1","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1707-1","1707","0001","은천2단지아파트","49.95","202203","23","58,000","1","2000","인헌12길 46-1","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1707-1","1707","0001","은천2단지아파트","49.95","202205","21","64,500","5","2000","인헌12길 46-1","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1707-1","1707","0001","은천2단지아파트","49.95","202205","28","60,000","4","2000","인헌12길 46-1","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1707-1","1707","0001","은천2단지아파트","59.93","202205","28","72,000","5","2000","인헌12길 46-1","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1707-1","1707","0001","은천2단지아파트","59.93","202206","14","70,000","3","2000","인헌12길 46-1","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1707-1","1707","0001","은천2단지아파트","49.95","202208","21","60,000","6","2000","인헌12길 46-1","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1725","1725","0000","인헌","59.75","202205","12","57,000","2","1998","낙성대로15길 66","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1725","1725","0000","인헌","59.75","202206","11","64,000","5","1998","낙성대로15길 66","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1722","1722","0000","제창그로힐","81.892","202203","21","73,500","4","2005","남부순환로 1979","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","863-9","0863","0009","코스모블루","14.25","202201","7","12,300","8","2012","남부순환로220길 29","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","863-9","0863","0009","코스모블루","14.25","202205","30","12,000","9","2012","남부순환로220길 29","","직거래","-"
"서울특별시 관악구 봉천동","863-9","0863","0009","코스모블루","14.25","202205","30","12,000","6","2012","남부순환로220길 29","","직거래","-"
"서울특별시 관악구 봉천동","863-9","0863","0009","코스모블루","14.25","202209","3","12,700","9","2012","남부순환로220길 29","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","863-9","0863","0009","코스모블루","13.09","202210","18","14,000","9","2012","남부순환로220길 29","","직거래","-"
"서울특별시 관악구 봉천동","863-9","0863","0009","코스모블루","14.25","202210","18","15,000","10","2012","남부순환로220길 29","","직거래","-"
"서울특별시 관악구 봉천동","863-9","0863","0009","코스모블루","14.25","202210","28","12,500","6","2012","남부순환로220길 29","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","863-9","0863","0009","코스모블루","13.09","202211","4","15,000","9","2012","남부순환로220길 29","","직거래","-"
"서울특별시 관악구 봉천동","863-9","0863","0009","코스모블루","13.09","202211","20","12,000","5","2012","남부순환로220길 29","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1608-23","1608","0023","푸르빌3차","99.36","202205","3","75,000","1","2004","남부순환로230길 94","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","869-3","0869","0003","프라비다1","13.97","202205","11","14,000","14","2012","관악로17길 8","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","869-3","0869","0003","프라비다1","14.38","202205","27","13,500","17","2012","관악로17길 8","20220531","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","869-3","0869","0003","프라비다1","13.97","202206","27","15,600","19","2012","관악로17길 8","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","867-12","0867","0012","프라비다2","29.13","202201","16","24,000","9","2013","남부순환로218길 37","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","867-12","0867","0012","프라비다2","20.45","202203","25","19,000","7","2013","남부순환로218길 37","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","867-12","0867","0012","프라비다2","19.85","202203","26","17,700","9","2013","남부순환로218길 37","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","867-12","0867","0012","프라비다2","19.61","202204","9","18,800","9","2013","남부순환로218길 37","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","867-12","0867","0012","프라비다2","20.45","202204","20","18,000","5","2013","남부순환로218길 37","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","867-12","0867","0012","프라비다2","20.45","202204","21","18,700","6","2013","남부순환로218길 37","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","867-12","0867","0012","프라비다2","19.61","202205","9","14,000","9","2013","남부순환로218길 37","","직거래","-"
"서울특별시 관악구 봉천동","867-12","0867","0012","프라비다2","24.11","202208","2","20,000","10","2013","남부순환로218길 37","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","867-12","0867","0012","프라비다2","20.45","202210","8","17,300","5","2013","남부순환로218길 37","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","867-12","0867","0012","프라비다2","16.35","202210","25","14,000","13","2013","남부순환로218길 37","","직거래","-"
"서울특별시 관악구 봉천동","893-1","0893","0001","프라비다M","30.12","202202","5","30,000","9","2014","남부순환로 1777-7","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","893-1","0893","0001","프라비다M","30.12","202202","23","30,900","2","2014","남부순환로 1777-7","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","893-1","0893","0001","프라비다M","30.12","202203","5","34,500","2","2014","남부순환로 1777-7","","직거래","-"
"서울특별시 관악구 봉천동","893-1","0893","0001","프라비다M","30.12","202203","24","30,000","3","2014","남부순환로 1777-7","","직거래","-"
"서울특별시 관악구 봉천동","893-1","0893","0001","프라비다M","30.12","202203","26","31,500","18","2014","남부순환로 1777-7","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","893-1","0893","0001","프라비다M","30.12","202206","30","30,900","14","2014","남부순환로 1777-7","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1595-14","1595","0014","하이캐슬101동","89.38","202204","18","70,500","7","2002","관악로6길 21","","중개거래","서울 서초구"
"서울특별시 관악구 봉천동","1000","1000","0000","현대(관악)","58.59","202204","29","78,000","2","1992","관악로 304","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1000","1000","0000","현대(관악)","116.72","202204","30","118,000","10","1992","관악로 304","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1000","1000","0000","현대(관악)","116.72","202204","30","118,000","10","1992","관악로 304","20220611","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1000","1000","0000","현대(관악)","116.72","202205","20","108,500","8","1992","관악로 304","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1000","1000","0000","현대(관악)","68.8","202207","15","88,800","11","1992","관악로 304","20221230","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1000","1000","0000","현대(관악)","116.72","202208","19","106,000","6","1992","관악로40길 60","20220914","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1000","1000","0000","현대(관악)","116.72","202209","15","93,200","6","1992","관악로40길 60","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","406-69","0406","0069","GS파크뷰","46.1","202211","3","43,000","5","2013","신림로 175","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1655-17","1655","0017","G밸리마인드","14.96","202201","14","21,050","15","2021","시흥대로 558-1","","직거래","-"
"서울특별시 관악구 신림동","1655-17","1655","0017","G밸리마인드","14.96","202202","3","21,050","15","2021","시흥대로 558-1","","직거래","-"
"서울특별시 관악구 신림동","1655-17","1655","0017","G밸리마인드","14.96","202202","9","21,400","14","2021","시흥대로 558-1","","직거래","-"
"서울특별시 관악구 신림동","1655-17","1655","0017","G밸리마인드","14.96","202202","24","21,000","14","2021","시흥대로 558-1","","직거래","-"
"서울특별시 관악구 신림동","1655-17","1655","0017","G밸리마인드","14.96","202205","11","20,000","10","2021","시흥대로 558-1","","직거래","-"
"서울특별시 관악구 신림동","1655-17","1655","0017","G밸리마인드","20.06","202205","14","21,000","11","2021","시흥대로 558-1","","직거래","-"
"서울특별시 관악구 신림동","1655-17","1655","0017","G밸리마인드","14.96","202205","19","20,000","14","2021","시흥대로 558-1","","직거래","-"
"서울특별시 관악구 신림동","1655-17","1655","0017","G밸리마인드","14.96","202206","7","19,500","13","2021","시흥대로 558-1","","중개거래","서울 금천구"
"서울특별시 관악구 신림동","1655-17","1655","0017","G밸리마인드","14.96","202206","10","21,000","14","2021","시흥대로 558-1","","직거래","-"
"서울특별시 관악구 신림동","1655-17","1655","0017","G밸리마인드","14.96","202209","21","20,500","10","2021","시흥대로 558-1","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1655-17","1655","0017","G밸리마인드","14.96","202210","14","21,600","14","2021","시흥대로 558-1","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1703-1","1703","0001","LIG대학마을(건영아파트3차)","84.82","202205","13","87,000","11","1996","신림로3길 40","20220721","중개거래","서울 강남구"
"서울특별시 관악구 신림동","1703-1","1703","0001","LIG대학마을(건영아파트3차)","84.82","202211","11","83,500","13","1996","신림로3길 40","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","746-43","0746","0043","건영1","60.27","202201","12","75,000","10","1984","문성로 74","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","721-2","0721","0002","건영2","43.92","202201","19","36,000","1","1988","난곡로35길 28-7","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","244","0244","0000","관악","56.39","202204","29","51,000","4","1983","대학7길 26","","중개거래","서울 관악구, 서울 동작구"
"서울특별시 관악구 신림동","244","0244","0000","관악","62.69","202206","14","45,000","5","1983","대학7길 26","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","244","0244","0000","관악","56.39","202207","16","49,000","2","1983","대학7길 26","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1735-1","1735","0001","관악산휴먼시아1단지","59.99","202201","10","70,500","12","2008","난곡로 30","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1735-1","1735","0001","관악산휴먼시아1단지","59.96","202203","19","68,000","4","2008","난곡로 30","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1735-1","1735","0001","관악산휴먼시아1단지","59.99","202204","2","65,000","3","2008","난곡로 30","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1735-1","1735","0001","관악산휴먼시아1단지","114.7","202204","11","90,000","9","2008","난곡로 30","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1735","1735","0000","관악산휴먼시아2단지","114.7","202201","15","88,000","17","2008","난곡로 55","","중개거래","서울 중구"
"서울특별시 관악구 신림동","1735","1735","0000","관악산휴먼시아2단지","59.96","202201","22","71,000","11","2008","난곡로 55","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1735","1735","0000","관악산휴먼시아2단지","114.7","202201","25","90,000","11","2008","난곡로 55","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1735","1735","0000","관악산휴먼시아2단지","59.96","202202","15","65,000","6","2008","난곡로 55","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1735","1735","0000","관악산휴먼시아2단지","114.7","202202","17","85,000","11","2008","난곡로 55","","직거래","-"
"서울특별시 관악구 신림동","1735","1735","0000","관악산휴먼시아2단지","84.97","202202","19","73,000","4","2008","난곡로 55","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1735","1735","0000","관악산휴먼시아2단지","59.99","202203","9","71,000","16","2008","난곡로 55","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1735","1735","0000","관악산휴먼시아2단지","84.96","202203","10","76,000","5","2008","난곡로 55","","중개거래","서울 관악구, 서울 동작구"
"서울특별시 관악구 신림동","1735","1735","0000","관악산휴먼시아2단지","59.96","202203","13","68,800","17","2008","난곡로 55","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1735","1735","0000","관악산휴먼시아2단지","59.99","202203","19","70,500","9","2008","난곡로 55","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1735","1735","0000","관악산휴먼시아2단지","84.96","202203","26","87,000","15","2008","난곡로 55","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1735","1735","0000","관악산휴먼시아2단지","59.96","202203","26","69,500","8","2008","난곡로 55","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1735","1735","0000","관악산휴먼시아2단지","59.96","202204","5","72,000","15","2008","난곡로 55","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1735","1735","0000","관악산휴먼시아2단지","114.7","202204","5","90,000","5","2008","난곡로 55","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1735","1735","0000","관악산휴먼시아2단지","114.7","202204","9","95,500","5","2008","난곡로 55","","중개거래","서울 관악구, 서울 동작구"
"서울특별시 관악구 신림동","1735","1735","0000","관악산휴먼시아2단지","84.97","202204","9","84,000","9","2008","난곡로 55","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1735","1735","0000","관악산휴먼시아2단지","84.98","202204","13","85,500","17","2008","난곡로 55","20220712","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1735","1735","0000","관악산휴먼시아2단지","59.99","202205","3","70,000","19","2008","난곡로 55","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1735","1735","0000","관악산휴먼시아2단지","59.99","202205","21","73,000","11","2008","난곡로 55","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1735","1735","0000","관악산휴먼시아2단지","114.7","202205","23","98,000","12","2008","난곡로 55","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1735","1735","0000","관악산휴먼시아2단지","114.7","202205","31","85,000","2","2008","난곡로 55","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1735","1735","0000","관악산휴먼시아2단지","84.97","202207","9","79,000","10","2008","난곡로 55","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1735","1735","0000","관악산휴먼시아2단지","84.97","202208","1","81,000","5","2008","난곡로 55","20220901","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1693","1693","0000","국제산장","84.15","202201","10","60,000","15","1993","호암로 417","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1693","1693","0000","국제산장","59.94","202203","25","53,700","13","1993","호암로 417","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1693","1693","0000","국제산장","84.15","202208","4","62,200","8","1993","호암로 417","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1727","1727","0000","그대家","84.77","202203","17","74,500","10","2003","난곡로 167","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1727","1727","0000","그대家","59.6","202205","3","65,000","18","2003","난곡로 167","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1727","1727","0000","그대家","59.6","202208","29","59,000","11","2003","난곡로 167","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1705","1705","0000","금호(1차)","59.4","202202","26","51,000","3","1997","대학18길 9","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1705","1705","0000","금호(1차)","59.4","202203","16","55,000","10","1997","대학18길 9","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1699","1699","0000","동마","59.99","202201","15","51,000","7","1995","호암로 527","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1695","1695","0000","동부","50.57","202202","28","60,000","14","1993","신원로 26","","직거래","-"
"서울특별시 관악구 신림동","1695","1695","0000","동부","60.38","202204","6","85,400","2","1993","신원로 26","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1695","1695","0000","동부","78.43","202205","1","97,000","4","1993","신원로 26","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1695","1695","0000","동부","60.38","202205","4","78,000","5","1993","신원로 26","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1717","1717","0000","두영","84.87","202203","5","74,000","7","2002","문성로16나길 25","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1700","1700","0000","라이프","59.13","202201","28","45,000","7","1996","문성로 86","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1700","1700","0000","라이프","59.04","202202","11","57,000","9","1996","문성로 86","","중개거래","서울 관악구, 서울 동작구"
"서울특별시 관악구 신림동","1700","1700","0000","라이프","84.38","202202","15","67,000","8","1996","문성로 86","20220223","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1700","1700","0000","라이프","59.04","202202","19","58,200","4","1996","문성로 86","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1700","1700","0000","라이프","84.38","202202","19","67,000","8","1996","문성로 86","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","244-21","0244","0021","래디앙아파트","67.88","202206","29","62,000","2","2016","대학5길 46","20220727","중개거래","서울 관악구"
"서울특별시 관악구 신림동","244-21","0244","0021","래디앙아파트","67.88","202206","29","62,000","2","2016","대학5길 46","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1563-78","1563","0078","미래한건(1563-78)","68.95","202206","7","33,000","4","2004","미성7길 5-6","","직거래","-"
"서울특별시 관악구 신림동","1733","1733","0000","벽산블루밍","84.95","202211","3","80,000","10","2005","호암로 519","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1718","1718","0000","보라매갑을","74.7","202204","9","70,000","1","2003","관천로24길 3","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1718","1718","0000","보라매갑을","74.7","202206","20","77,500","7","2003","관천로24길 3","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1739","1739","0000","보라매스카이아파트(1739)","82.18","202204","18","70,000","4","2016","관천로18길 32","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","497-5","0497","0005","보라매해담채","12.89","202201","13","12,000","5","2012","신사로 134","","중개거래","서울 동작구"
"서울특별시 관악구 신림동","497-5","0497","0005","보라매해담채","12.89","202201","26","12,500","10","2012","신사로 134","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","497-5","0497","0005","보라매해담채","12.89","202202","23","12,000","6","2012","신사로 134","","중개거래","서울 동작구"
"서울특별시 관악구 신림동","497-5","0497","0005","보라매해담채","12.89","202202","24","22,000","12","2012","신사로 134","20220401","직거래","-"
"서울특별시 관악구 신림동","497-5","0497","0005","보라매해담채","12.89","202204","1","20,000","12","2012","신사로 134","","직거래","-"
"서울특별시 관악구 신림동","497-5","0497","0005","보라매해담채","13.23","202204","9","12,900","7","2012","신사로 134","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","497-5","0497","0005","보라매해담채","13.23","202204","11","13,200","3","2012","신사로 134","","중개거래","서울 동작구"
"서울특별시 관악구 신림동","1474-6","1474","0006","삼성","68.59","202205","28","55,500","6","2012","난곡로63길 26","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1714","1714","0000","삼성산주공(주공3단지)","58.55","202204","28","60,000","20","2000","호암로 399","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1714","1714","0000","삼성산주공(주공3단지)","58.55","202205","10","58,000","4","2000","호암로 399","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","1714","1714","0000","삼성산주공(주공3단지)","113.31","202205","27","82,200","20","2000","호암로 399","","중개거래","서울 관악구"
"서울특별시 관악구 신림동","412-363","0412","0363","삼성홈타운","43.28","202201","18","39,000","3","2002","문성로38길 69-7","","중개거래","서울 관악구, 서울 영등포구"
"서울특별시 관악구 신림동","412-363","0412","0363","삼성홈타운","43.28","202205","4","40,500","4","2002","문성로38길 69-7","","중개거래","서울 관악구, 서울 동작구"
